NHM specimen number,Image filename,View,Species,Subspecies,Sex,Additional taxonomic information (from specimen labels),Type Status,Hybrid status of additional taxonomic information,Included in reduced dataset,Locality,Locality latitude,Locality longitude
10429151,10429151_V_lowres.tif,ventral,erato,dignus,female,f._meliorina,ST,hybrid,0,Mocoa COL PU,1.15,-76.61666667
10429081,10429081_D_lowres.tif,dorsal,erato,emma,male,emma,,valid subspecies,1,Archidona ECD NA,-1.5833333330000001,-77.75
10429217,10429217_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Matachin PAN CN,9.116666667,-79.7
10428111,10428111_V_lowres.tif,ventral,melpomene,aglaope,male,f._rubescens_hyb.,HT,hybrid,0,Chuchurras PER PA,-10.15,-75.23333333
10428245,10428245_V_lowres.tif,ventral,melpomene,aglaope,male,f._cognata,ST,subspecies synonym,1,Pozuzo  PER PA,-10.11666667,-75.53333333
10428725,10428725_V_lowres.tif,ventral,erato,hydara,male,ab._tristis,,hybrid,0,Sixaola Rio CRI LI,9.556530556,-82.73621389
10428456,10428456_D_lowres.tif,dorsal,melpomene,vulcanus,female,f._fumosa_hyb.,,hybrid,0,Muzo COL BY,5.533333333,-74.1
10428505,10428505_V_lowres.tif,ventral,erato,amphitrite,male,f._sperata_hyb.,ST,hybrid,0,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428582,10428582_V_lowres.tif,ventral,erato,phyllis,female,f._diffluens,,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428769,10428769_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Peperital - Buenavista COL ME,4.162222222,-73.663275
10429210,10429210_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Rey Isla del PAN PA,8.355436111,-78.90127778
10429225,10429225_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Cebaco Isla PAN VE,7.533333333,-81.15
10428766,10428766_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Frontino COL AN,6.766666667000001,-76.13333333
10428246,10428246_D_lowres.tif,dorsal,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,Porvenir PER PA,-10.73333333,-75.18333333
10429029,10429029_D_lowres.tif,dorsal,erato,notabilis,male,notabilis,,valid subspecies,0,Quito ECD PI,-0.31495,-78.96463333
10428365,10428365_V_lowres.tif,ventral,melpomene,flagrans,male,flagrans,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428809,10428809_D_lowres.tif,dorsal,erato,hydara,male,hydara,,valid subspecies,1,Misiones PROVINCE,,
10429089,10429089_D_lowres.tif,dorsal,erato,luscombei,male,luscombei,,valid subspecies,1,Chanchamayo PER JU,-11.06666667,-75.31666667
10428783,10428783_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Magdalena Valley COL,5.535277777999999,-74.10777778
10428433,10428433_D_lowres.tif,dorsal,melpomene,melpomene,male,ab._atrosecta,ST,subspecies synonym,1,Obidos BRA PA,-1.9,-55.51666667
10428341,10428341_D_lowres.tif,dorsal,melpomene,thelxiopeia,female,thelxiopeia,,valid subspecies,1,Bas Maroni FRG LM,5.25,-54.25
10428305,10428305_D_lowres.tif,dorsal,melpomene,burchelli,male,burchelli,,valid subspecies,1,Burity BRA MO,-15.43333333,-55.83333333
10429036,10429036_V_lowres.tif,ventral,erato,notabilis,female,radiata_hyb.,,hybrid,0,Rio Hondo BEL,18.43776944,-88.52266944
10429148,10429148_D_lowres.tif,dorsal,erato,lativitta,female,f._perplexa,,hybrid,0,Mocoa COL PU,1.15,-76.61666667
10428905,10428905_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Jorge ECD BO,-2.066666667,-79.01666667
10429075,10429075_V_lowres.tif,ventral,erato,etylus,female,f._etylus,,subspecies synonym,1,San Pablo Rio S. Juan COL CH,5.216666667,-76.65
10428589,10428589_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Patino Cue PAR CE,-25.35,-57.33333333
10428005,10428005_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,0,Muzo COL BY,5.533333333,-74.1
10428575,10428575_D_lowres.tif,dorsal,erato,phyllis,male,f._diffluens,,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428019,10428019_V_lowres.tif,ventral,melpomene,vulcanus,male,vulcanus,,valid subspecies,0,Condoto Rio COL CH,5.1,-76.7
10428632,10428632_V_lowres.tif,ventral,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Melguira BRA MO,-14.53333333,-56.31666667
10429049,10429049_D_lowres.tif,dorsal,erato,lativitta,male,f._ochracea,HT,hybrid,0,Pastaza Rio Upper ECD,-1.25,-78.25
10428231,10428231_V_lowres.tif,ventral,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Archidona ECD NA,-1.5833333330000001,-77.75
10427976,10427976_V_lowres.tif,ventral,melpomene,rosina,male,rosina,ST?,valid subspecies,1,Colombiana CRI LI,5.216666667,-76.65
10428042,10428042_V_lowres.tif,ventral,melpomene,cythera,male,vulcanus_sticheli,ST,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428017,10428017_D_lowres.tif,dorsal,melpomene,vulcanus,male,vulcanus,,valid subspecies,1,Dagua Rio COL VC,3.55,-76.65
10428199,10428199_V_lowres.tif,ventral,melpomene,malleti,male,malleti,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428357,10428357_V_lowres.tif,ventral,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10429073,10429073_D_lowres.tif,dorsal,erato,etylus,female,f._etylus,,subspecies synonym,1,Macas ECD MS,-2.316666667,-78.11666667
10429008,10429008_V_lowres.tif,ventral,erato,favorinus,female,f._pseudoanacreon,,hybrid,0,Balsapuerto PER LO,-5.833333333,-76.56666667
10428168,10428168_V_lowres.tif,ventral,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428425,10428425_V_lowres.tif,ventral,melpomene,melpomene,male,melpomene,,valid subspecies,1,Santarem BRA PA,-2.433333333,-54.71666667
10428786,10428786_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Frontino COL AN,6.766666667000001,-76.13333333
10428871,10428871_D_lowres.tif,dorsal,erato,cyrbia,male,cyrbia,,valid subspecies,1,Paramba ECD IM,0.816666667,-78.35
10428624,10428624_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Urucum BRA MS,-19.15,-57.63333333
10429049,10429049_V_lowres.tif,ventral,erato,lativitta,male,f._ochracea,HT,hybrid,0,Pastaza Rio Upper ECD,-1.25,-78.25
10428279,10428279_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Pebas PER LO,-3.316666667,-71.85
10428378,10428378_V_lowres.tif,ventral,melpomene,melpomene,male,f._luteipicta_hyb.,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428492,10428492_D_lowres.tif,dorsal,erato,phyllis,male,f._anaitis_hyb.,,hybrid,0,Ecuador  COUNTRY,,
10428811,10428811_D_lowres.tif,dorsal,erato,hydara,female,hydara,,valid subspecies,1,Negro Rio COL,,
10428915,10428915_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,La Chima ECD LR,-1.8666666669999998,-79.16666667
10428896,10428896_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Santo Domingo de los Colorados ECD PI,-1.5833333330000001,-77.75
10429033,10429033_V_lowres.tif,ventral,erato,notabilis,male,radiata_hyb.,,hybrid,0,Retalhuleu GUA,14.53333333,-91.68333333
10428163,10428163_V_lowres.tif,ventral,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Partidero ECD PA,-1.4333333330000002,-77.98333333
10428817,10428817_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Cumana VEN SU,10.46666667,-64.16666667
10428402,10428402_V_lowres.tif,ventral,melpomene,melpomene,female,ab._collis,,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10428863,10428863_D_lowres.tif,dorsal,erato,cyrbia,male,ab._diformata_hyb.,ST,hybrid,0,no data,,
10428780,10428780_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Villavicencio - Mt Redondo COL ME,4.200533333,-73.782775
10428142,10428142_D_lowres.tif,dorsal,melpomene,plesseni,male,plesseni,,valid subspecies,1,Achiyacu Rio ECD NA,-1.5833333330000001,-77.75
10428779,10428779_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Magdalena Valley COL,5.535277777999999,-74.10777778
10428140,10428140_V_lowres.tif,ventral,melpomene,plesseni,male,plesseni,,valid subspecies,1,Banos ECD TU,-1.4,-78.41666667
10428410,10428410_D_lowres.tif,dorsal,melpomene,melpomene,male,f._melpomene,,subspecies synonym,1,Obidos BRA PA,-1.9,-55.51666667
10428390,10428390_D_lowres.tif,dorsal,melpomene,melpomene,female,ab._primus_hyb.,,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10428112,10428112_D_lowres.tif,dorsal,melpomene,aglaope,male,f._rubescens_hyb.,,hybrid,0,Umaripuniz Rio PER PA,-10.31666667,-75.38333333
10428393,10428393_D_lowres.tif,dorsal,melpomene,melpomene,male,ab._collis,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428213,10428213_D_lowres.tif,dorsal,melpomene,malleti,male,f._anna_hyb,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428842,10428842_V_lowres.tif,ventral,erato,venus,male,venus,,valid subspecies,1,Bella Vista COL CH,6.523611111,-76.97444444
10428791,10428791_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Cananche COL BY,5.588333333,-74.28611111
10428254,10428254_V_lowres.tif,ventral,melpomene,aglaope,female,f._cognata,,subspecies synonym,1,Pozuzo  PER PA,-10.11666667,-75.53333333
10428375,10428375_V_lowres.tif,ventral,melpomene,melpomene,female,ab._atrosecta,,subspecies synonym,1,Roches de Kourou FRG,5.109236111,-52.60560278
10428748,10428748_D_lowres.tif,dorsal,erato,hydara,female,ab._tristis,,hybrid,0,Taboga Isla PAN PA,8.783333333,-79.55
10428220,10428220_D_lowres.tif,dorsal,melpomene,ecuadorensis,male,f._ecuadorensis,,subspecies synonym,1,Napo ECD NA,-1.5833333330000001,-77.75
10428445,10428445_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Cuyaba- Coramba River system BRA MG,-17.316667000000002,-56.7
10428498,10428498_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllidis,HT,subspecies synonym,1,Ecuador  COUNTRY,,
10429223,10429223_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Matachin PAN CN,9.116666667,-79.7
10428898,10428898_V_lowres.tif,ventral,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Quevedo ECD LR,-1.5833333330000001,-77.75
10428559,10428559_D_lowres.tif,dorsal,erato,venustus,male,venustus_transitional,,hybrid,0,Rio Mamore prov Sara BOL SC,-17.25,-63.75
10428471,10428471_D_lowres.tif,dorsal,melpomene,vulcanus,female,f._fumosa_hyb.,,hybrid,0,Cuyaba- Coramba River system BRA MG,-17.316667000000002,-56.7
10428551,10428551_V_lowres.tif,ventral,erato,venustus,male,ab._Ottonis,,hybrid,0,Ecuador  COUNTRY,,
10428775,10428775_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Chiriguana District COL EC,9.366666667,-73.6
10428276,10428276_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Huancabamba PER PA,-10.38333333,-75.55
10428737,10428737_V_lowres.tif,ventral,erato,hydara,female,ab._tristis,,hybrid,0,Tocumen near PAN PA,9.083333332999999,-79.38333333
10428075,10428075_V_lowres.tif,ventral,melpomene,xenoclea,male,var._confluens_hyb.,,hybrid,0,La Merced  PER JU,-11.05,-75.31666667
10429017,10429017_V_lowres.tif,ventral,erato,notabilis,female,f._notabilis,,subspecies synonym,1,Peru  COUNTRY,,
10428907,10428907_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,no data,,
10428661,10428661_V_lowres.tif,ventral,erato,erato,male,erato,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428012,10428012_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Bogota COL CU,,
10428287,10428287_D_lowres.tif,dorsal,melpomene,amandus,male,penelope_f._amandoides_hyb.,ST,hybrid,0,Coast of Colombia COL,,
10428297,10428297_V_lowres.tif,ventral,melpomene,amandus,female,nr._aphrodyte_hyb.,,hybrid,0,Grande Rio BOL,-17.25,-62.75
10428663,10428663_D_lowres.tif,dorsal,erato,erato,female,f._erato,,subspecies synonym,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428225,10428225_V_lowres.tif,ventral,melpomene,ecuadorensis,male,f._ecuadorensis,,subspecies synonym,1,Tena ECD NA,-1.5833333330000001,-77.75
10429138,10429138_D_lowres.tif,dorsal,erato,lativitta,female,f._lativitta,ST,subspecies synonym,1,Teffe BRA AM,-3.366666667,-64.73333333
10428337,10428337_V_lowres.tif,ventral,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10429129,10429129_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Manicore BRA AM,-5.816666667000001,-61.28333333
10428181,10428181_V_lowres.tif,ventral,melpomene,plesseni,male,f._adonis,,hybrid,0,Balzapamba ECD BO,-1.783333333,-79.16666667
10428807,10428807_V_lowres.tif,ventral,erato,hydara,male,hydara,,valid subspecies,1,Mexieq,,
10428991,10428991_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Peru  COUNTRY,,
10428346,10428346_V_lowres.tif,ventral,melpomene,thelxiopeia,male,f._thelxiopeia,,subspecies synonym,1,Godebert - Maroni FRG,5.516666667000001,-53.96666667
10428011,10428011_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Bogota COL CU,,
10428961,10428961_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Cozumel MEX QR,20.50833333,-86.94583333
10429182,10429182_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,San Ramon NIC ZE,14.66666667,-84.68333333
10428809,10428809_V_lowres.tif,ventral,erato,hydara,male,hydara,,valid subspecies,1,Misiones PROVINCE,,
10428906,10428906_V_lowres.tif,ventral,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,Huigra ECD CH,-2.290179,-78.982753
10428718,10428718_V_lowres.tif,ventral,erato,erato,male,ab._constricta,,hybrid,0,Berg - en - Dal SUR BR,5.15,-55.06666667
10428577,10428577_V_lowres.tif,ventral,erato,phyllis,male,f._diffluens,ST,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10429196,10429196_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Piedras Negras CRI SJ,9.916666667000001,-84.31666667
10428969,10428969_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Chilpancingo MEX GU,17.55,-99.51666667
10429142,10429142_V_lowres.tif,ventral,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Manicore District BRA AM,-5.816666667000001,-61.28333333
10429135,10429135_V_lowres.tif,ventral,erato,lativitta,female,f._lativitta,,subspecies synonym,1,San Joas BRA AM,-3.75,-73.25
10428869,10428869_V_lowres.tif,ventral,erato,cyrbia,female,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428544,10428544_V_lowres.tif,ventral,erato,phyllis,male,anacreon,,hybrid,0,Ecuador  COUNTRY,,
10428389,10428389_D_lowres.tif,dorsal,melpomene,melpomene,female,ab._primus_hyb.,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428629,10428629_V_lowres.tif,ventral,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Itaparica BRA BA,16.1,-88.79333333
10428354,10428354_V_lowres.tif,ventral,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428744,10428744_D_lowres.tif,dorsal,erato,hydara,female,ab._tristis,,hybrid,0,Chiriqui PAN CQ,8.383333333,-82.33333333
10429054,10429054_V_lowres.tif,ventral,erato,notabilis,female,f._ilia_hyb.,,hybrid,0,Riobamba ECD CH,,
10429147,10429147_D_lowres.tif,dorsal,erato,lativitta,male,f._perplexa,,hybrid,0,Mocoa COL PU,1.15,-76.61666667
10428684,10428684_D_lowres.tif,dorsal,erato,hydara,male,coralii_hyb,,hybrid,0,Juhuty BRA AM,-3.683333333,-56.56666667
10428719,10428719_D_lowres.tif,dorsal,erato,erato,male,erato,,valid subspecies,0,Paramaribo SUR PM,5.833333333,-55.16666667
10428796,10428796_V_lowres.tif,ventral,erato,hydara,male,f._hydara,HT,subspecies synonym,1,Maranon Rio PER ,-4.433333333,-73.45
10428742,10428742_V_lowres.tif,ventral,erato,hydara,male,ab._tristis,,hybrid,0,Jurua Alto BRA AC,,
10428020,10428020_V_lowres.tif,ventral,melpomene,vulcanus,male,vulcanus,,valid subspecies,1,El Tigre COL CH,4.95,-76.51666667
10428132,10428132_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis_transitional,,hybrid,0,Ashpiyaco ECD,-1.5833333330000001,-77.75
10428256,10428256_V_lowres.tif,ventral,melpomene,schunkei,female,ab._rubra,,subspecies synonym,1,Cauca COL,,
10428690,10428690_D_lowres.tif,dorsal,erato,hydara,male,ab._dryope,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10429207,10429207_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Gatun PAN CN,9.266666667,-79.91666667
10428903,10428903_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Los Llanos ECD CH,-2.05,-78.96666667
10428904,10428904_V_lowres.tif,ventral,erato,cyrbia,female,f._bella,ST,subspecies synonym,1,Los Llanos ECD CH,-2.05,-78.96666667
10428719,10428719_V_lowres.tif,ventral,erato,erato,male,erato,,valid subspecies,0,Paramaribo SUR PM,5.833333333,-55.16666667
10428517,10428517_D_lowres.tif,dorsal,erato,phyllis,male,f._athene_hyb.,,hybrid,0,Ecuador  COUNTRY,,
10428472,10428472_V_lowres.tif,ventral,melpomene,vulcanus,female,f._fumosa_hyb.,,hybrid,0,Pueblo Bello COL EC,10.41666667,-73.58333333
10428001,10428001_V_lowres.tif,ventral,melpomene,rosina,female,rosina,,valid subspecies,1,Insolita Isla PAN CQ,8.116666667,-81.73333333
10428006,10428006_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,0,Muzo COL BY,5.533333333,-74.1
10428439,10428439_D_lowres.tif,dorsal,melpomene,melpomene,male,f._melpomene,,subspecies synonym,1,Ashpiyaco ECD,-1.5833333330000001,-77.75
10429163,10429163_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,"V.de Sta. Maria, Pacific Slope GUA",,
10428459,10428459_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Villavicencio COL ME,4.15,-73.63333333
10428923,10428923_V_lowres.tif,ventral,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Zaruma ECD EL,-3.683333333,-79.61666667
10428024,10428024_V_lowres.tif,ventral,melpomene,vulcanus,female,vulcanus,,valid subspecies,1,Dagua Rio COL VC,3.55,-76.65
10428622,10428622_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Melguira BRA MO,-14.53333333,-56.31666667
10428503,10428503_V_lowres.tif,ventral,erato,phyllis,female,f._phyllidis,,subspecies synonym,1,Buenavista BOL SC,-17.45,-64.66666667
10429002,10429002_V_lowres.tif,ventral,erato,favorinus,female,favorinus,,valid subspecies,1,Tarapoto PER SM,-6.483333332999999,-76.36666667
10428973,10428973_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Jalapa MEX VC,19.51666667,-96.91666667
10429171,10429171_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Bluefields NIC ZS,12.01666667,-83.76666667
10428006,10428006_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,0,Muzo COL BY,5.533333333,-74.1
10429208,10429208_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Taboga Isla PAN PA,8.783333333,-79.55
10428015,10428015_V_lowres.tif,ventral,melpomene,rosina,female,rosina,,valid subspecies,1,Bogota COL CU,,
10428123,10428123_D_lowres.tif,dorsal,melpomene,aglaope,female,riffarthi_hyb.,ST,hybrid,0,Ucayali Rio PER LO,-4.466666667,-73.51666667
10428968,10428968_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Valladolid MEX YU,20.68333333,-88.2
10428256,10428256_D_lowres.tif,dorsal,melpomene,schunkei,female,ab._rubra,,subspecies synonym,1,Cauca COL,,
10428393,10428393_V_lowres.tif,ventral,melpomene,melpomene,male,ab._collis,,hybrid,0,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428078,10428078_V_lowres.tif,ventral,melpomene,xenoclea,male,var._confluens_hyb.,,hybrid,0,Tono Rio PER CU,-12.91666667,-71.4
10428563,10428563_D_lowres.tif,dorsal,erato,venustus,male,venustus,,valid subspecies,0,Guayabal - Ayabamba ECD,,
10428156,10428156_V_lowres.tif,ventral,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428445,10428445_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Cuyaba- Coramba River system BRA MG,-17.316667000000002,-56.7
10428577,10428577_D_lowres.tif,dorsal,erato,phyllis,male,f._diffluens,ST,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428151,10428151_D_lowres.tif,dorsal,melpomene,plesseni,male,f._rubicunda,ST,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428845,10428845_D_lowres.tif,dorsal,erato,venus,male,venus,,valid subspecies,1,Dagua COL VC,3.666666667,-76.7
10429218,10429218_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Balboa PAN PA,8.95,-79.56666667
10428973,10428973_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Jalapa MEX VC,19.51666667,-96.91666667
10428897,10428897_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Santa Ana Maria ECD LR,-1.5833333330000001,-77.75
10428503,10428503_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllidis,,subspecies synonym,1,Buenavista BOL SC,-17.45,-64.66666667
10428611,10428611_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Puerto Aguirre ARG MI,-25.61666667,-54.6
